r0243YCM606R07497,r0243-YCM606-R07497,C04525 <=> C15777,0,1000
R07505KEGGR07505,R07505-KEGG-R07505,C15777 + C00006 <=> C15778 + C00005,0,1000
R07506KEGGR07506,R07506-KEGG-R07506,C15778 + C00006 <=> C05440 + C00005,0,1000
